genre_list;genre
GEN1;Action
GEN2;Adventure
GEN3;Animation
GEN4;Biography
GEN5;Comedy
GEN6;Crime
GEN7;Documentary
GEN8;Drama
GEN9;Family
GEN10;Fantasy
GEN11;genre
GEN12;Horror
GEN13;Musical
GEN14;Mystery
GEN15;Romance
GEN16;Talk-Show
GEN17;Thriller
